CookerStat, GenerateAssetRegistry=0.044655, Initialize=0.255611, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdFE5F30F44C38E6875B943FA76CC0DE16_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D235EF721040859367FBE9AB76BE9C57_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.38.39, Duration=207.103638, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3C558E889741E74A39C6848821EC05BE__1_0_13123_0, StartTime=2016.05.07-18.38.39, HierarchicalDDC=, DataSize=458, Duration=2.375193, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD32AEDF24B4DA77C105A17B7A6969B01_5, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__5F41159EFCFFC902C0729730B984394C9D1D9989, StartTime=2016.05.07-18.39.57, HierarchicalDDC=, DataSize=22745, Duration=1.512114, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_6, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__CF53D7826C05E1E26783DACFD59C06CD23420A3F, StartTime=2016.05.07-18.39.57, HierarchicalDDC=, DataSize=21727, Duration=1.534056, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
MaterialTransactionIdF4C749DD49775A25393ACAA58156C986_15, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ31E67FE3F435FAFFFD54325A58534C54C_Num_SM5__0___TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQSkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQ8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQ8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006400004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444004444443432121414141414141414141414140223414141414141414141250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D0000000800000013000000100000000A000000D9588C06EFE492AB7B547E0F8A12938535E30B140000000000000000000000000000000000000000, ShaderCompilation=2904.167725, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdEDA5CE6F4003E2A867C0F98DEE1910BD_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B10CCD7C442444343153D08A0BB11EBB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=98.576233, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD8E17D1C40217A96FFBCFEA194B5BB28_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_451E27AE4BEED43A410D4490542FCB5D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=78.533005, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdEF657B324819B29D3D3159850E594271_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B81EA4C5440157D6D271139AAF37E5B2_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=125.517143, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdDECFC49047ACE898DE1905B701D3A100_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_66739D75486629BCA3374687E4DA22AB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=0.850376, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdFDE4E2F2473DC1ABF741898C57D7CDFB_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_66739D75486629BCA3374687E4DA2__F02D78F61781F19614C0BB9E1366E3D644006FE4, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=6014, Duration=1.286916, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId53E3772542D15EA866FB8990D3446653_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3704689B4F67DD575CDA8DA3EE4D9DAD_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=5.902950, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId4CEBCE65461234EC00B94BA6DD4F8E05_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_451E27AE4BEED43A410D4490542FCB5D__740E914916A135F8AA7E45502CBC18185B71EAFF, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=8452, Duration=13.600953, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD839DA2445C6513E88C6FDA35D18C141_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_451E27AE4BEED43A410D4490542FCB5D__0984D533EAD2113DC63437FF972E26900FE0632F, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=4143, Duration=1.570631, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3704689B4F67DD575CDA8DA3EE4D9DAD__222FB35ACBF2482C4DA1727BA432A8D9B515EE5E, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=3267, Duration=1.125231, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId62760E4540720A55AC25749412DAF6AA_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3995AB4648023A24C67D8A90246EFB77_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.06, Duration=3.951978, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD32AEDF24B4DA77C105A17B7A6969B01_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_451E27AE4BEED43A410D4490542FCB5D__82E55EE9DE402395D73E454144BE65DB1F7A39D6, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=131332, Duration=1.420882, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId344E1A224832A80AC8DF0DA661629425_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_451E27AE4BEED43A410D4490542FCB5D__D45D58BDA12D7D9A1C6EB5B9E58D8785CD605906, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=33028, Duration=47.732498, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD839DA2445C6513E88C6FDA35D18C141_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B10CCD7C442444343153D08A0BB11__E0F154C354565716A2C45E145A0785AD2F155C46, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=33031, Duration=11.260409, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD32AEDF24B4DA77C105A17B7A6969B01_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B10CCD7C442444343153D08A0BB11__F68411B8211F8E3D2C4482DAAF1828531CFFC6BB, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=4178, Duration=47.003387, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId78FCE7BA4EE1338DC4999AA329AC13A8_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3995AB4648023A24C67D8A90246EF__A0A6DFE834048758206565125DA2B155E8C9401F, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=3294, Duration=1.134470, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdFDE4E2F2473DC1ABF741898C57D7CDFB_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B10CCD7C442444343153D08A0BB11__1A307F6D2BEAE0659572F3DF1E03A968C5249C78, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=131335, Duration=50.887619, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B10CCD7C442444343153D08A0BB11__98E8340B823B085B13E357D7AADA1A5DDDD15B56, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=8454, Duration=8.919481, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId4CEBCE65461234EC00B94BA6DD4F8E05_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B81EA4C5440157D6D271139AAF37E__CD357F491DCB69295091113CEEF86F983ADAF034, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=262407, Duration=8.864045, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD839DA2445C6513E88C6FDA35D18C141_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B81EA4C5440157D6D271139AAF37E__0E1DAA59D4B94E780FE96151C198A296E730BDF3, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=65799, Duration=1.189139, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId78FCE7BA4EE1338DC4999AA329AC13A8_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B81EA4C5440157D6D271139AAF37E__D8A561E73D16249C48D56C52E18D38AD3DB781F8, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=16647, Duration=2.176169, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B81EA4C5440157D6D271139AAF37E__29917D9439E5D6F433855E29B75692E38694575D, StartTime=2016.05.07-18.40.06, HierarchicalDDC=, DataSize=6899, Duration=1.550999, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdDECFC49047ACE898DE1905B701D3A100_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_5BCD164D459064B62D3162BE3A5C52D5_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.07, Duration=5.259682, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId62760E4540720A55AC25749412DAF6AA_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_056872ED4533AAB6A20822B25CEA0888_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.07-18.40.07, Duration=0.240214, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD839DA2445C6513E88C6FDA35D18C141_9, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_056872ED4533AAB6A20822B25CEA0888_0__0CB9E28C4CBB2EA37F9B84BA2DC882EABA3AD025, StartTime=2016.05.07-18.40.07, HierarchicalDDC=, DataSize=3250, Duration=18.705885, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId8C0A685A47DE60D02FA85C95CE2B15BE_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_5BCD164D459064B62D3162BE3A5C52D5_0__D668CFE88BE2970D1C02F9B32C177F18794C82CE, StartTime=2016.05.07-18.40.07, HierarchicalDDC=, DataSize=131330, Duration=50.496113, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId78FCE7BA4EE1338DC4999AA329AC13A8_8, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_5BCD164D459064B62D3162BE3A5C52D5_0__158FF16B40A4663AFE856B6BC0CFDE76DFFC845B, StartTime=2016.05.07-18.40.07, HierarchicalDDC=, DataSize=33026, Duration=68.002472, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId344E1A224832A80AC8DF0DA661629425_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_5BCD164D459064B62D3162BE3A5C52D5_0__D6A0710F5891DE85BA321DD2DB2887691E64EF06, StartTime=2016.05.07-18.40.07, HierarchicalDDC=, DataSize=8449, Duration=1.265746, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId4CEBCE65461234EC00B94BA6DD4F8E05_10, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_5BCD164D459064B62D3162BE3A5C52D5_0__9726C39DAD1024AB23176D2AA31E816563467170, StartTime=2016.05.07-18.40.07, HierarchicalDDC=, DataSize=4119, Duration=1.135625, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId4CEBCE65461234EC00B94BA6DD4F8E05_11, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__DCE6CF2E41F84A52D1269C605B0BF2A1591CD6DA, StartTime=2016.05.07-18.40.09, HierarchicalDDC=, DataSize=165838, Duration=2.034117, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD32AEDF24B4DA77C105A17B7A6969B01_8, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_A16A061E427F6B6E8671A797B3474877, StartTime=2016.05.07-18.40.18, HierarchicalDDC=, DataSize=311766, Duration=2.077617, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionId78FCE7BA4EE1338DC4999AA329AC13A8_9, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_ADD880A74DF4353227BE838909D30C83, StartTime=2016.05.07-18.40.40, HierarchicalDDC=, DataSize=345568, Duration=24.747036, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
DDCTransactionIdD32AEDF24B4DA77C105A17B7A6969B01_9, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_66BE48584D8985298CACD69E9EE4C6FE, StartTime=2016.05.07-18.41.02, HierarchicalDDC=, DataSize=361499, Duration=1.919400, RunGuid=RunIDFB36C7B94D74C9FEBE8239A75A8DBE06
